pitcher,team,pitch_type,rawmean,n,stuff_mean
"Madden, Ty",DET,SL,-0.00182973612313755,66,93.9
"Mahle, Tyler",SFG,FC,-0.003434871627815754,154,95.9
"Mahle, Tyler",SFG,FF,0.003035832621402993,560,108.0
"Mahle, Tyler",SFG,FS,0.002775119360382648,285,101.6
"Mahle, Tyler",SFG,SL,0.0021809044715826263,122,97.3
"Manaea, Sean",NYM,CH,-0.0071835441631264985,46,95.5
"Manaea, Sean",NYM,FC,0.003921186121761422,89,105.8
"Manaea, Sean",NYM,FF,-0.0013263418497449447,404,99.3
"Manaea, Sean",NYM,SI,-0.0017692117031441266,230,99.3
"Manaea, Sean",NYM,ST,0.0055548133353525405,362,98.0
"Manoah, Alek",LAA,CH,-0.009722955446903308,55,93.4
"Manoah, Alek",LAA,FF,-0.012324739072937518,19,95.7
"Manoah, Alek",LAA,SI,-0.014820086528151666,63,87.2
"Manoah, Alek",LAA,ST,-0.011755152736441232,23,91.6
"Mantiply, Joe",TOR,CH,-0.0012382564727366635,70,98.6
"Mantiply, Joe",TOR,SI,-0.0024249754305029373,121,98.6
"Mantiply, Joe",TOR,SL,0.0005197732815048928,73,96.1
"Marinaccio, Ron",SDP,CH,0.0029317237353943923,215,102.7
"Marinaccio, Ron",SDP,FF,0.0018522162560582946,318,105.1
"Marinaccio, Ron",SDP,SL,0.006709584310516695,138,104.0
"Marinaccio, Ron",SDP,ST,0.010449500799454241,44,102.9
"Marte, Yunior",CIN,FF,-0.0020845248945988715,7,99.8
"Marte, Yunior",CIN,SI,-0.040362026542425156,2,98.1
"Marte, Yunior",CIN,SL,0.0034246379509568214,12,99.8
"Martin, Chris",TEX,FC,-0.0009557631256757304,75,99.9
"Martin, Chris",TEX,FF,0.0038434278117059624,43,103.4
"Martin, Chris",TEX,FS,0.003967414586804807,20,100.7
"Martin, Chris",TEX,SI,0.0048518768162466586,20,102.6
"Martin, Chris",TEX,ST,0.001944148489697413,11,98.9
"Martin, Corbin",CHC,CH,-0.0002321855697248663,7,99.9
"Martin, Corbin",CHC,CU,0.0050578366320293685,26,101.5
"Martin, Corbin",CHC,FF,-0.0013605493346531467,57,99.6
"Martin, Corbin",CHC,SI,-0.018245440063765272,4,98.4
"Martin, Corbin",CHC,SL,0.001746960819753654,17,99.1
"Martin, Davis",CWS,CH,0.0011806973530100258,212,100.6
"Martin, Davis",CWS,FC,-0.0013196801976980358,197,99.2
"Martin, Davis",CWS,FF,-0.0024773141162425525,398,97.1
"Martin, Davis",CWS,SI,-0.004338413226588744,257,94.7
"Martin, Davis",CWS,SL,0.003291546566904549,211,98.6
"Martin, Davis",CWS,SV,0.002954305760498273,196,96.4
"Martin, Riley",CHC,CU,0.005243266061214464,35,102.0
"Martin, Riley",CHC,FF,0.00016833955529504098,65,101.0
"Martin, Riley",CHC,SL,0.007476333742185186,18,101.4
"Martin, Trevor",TBR,FC,0.008074131688945704,42,106.8
"Martin, Trevor",TBR,FF,0.0037248869499308056,80,104.9
"Martin, Trevor",TBR,FS,0.0014916405198164284,37,100.0
"Martin, Trevor",TBR,SI,-0.000472276471555233,13,100.3
"Martin, Trevor",TBR,SV,0.010166737658437341,8,101.3
"Martinez, Nick",TBR,CH,0.0009586383248830774,369,100.3
"Martinez, Nick",TBR,CU,0.002545015043498542,94,100.3
"Martinez, Nick",TBR,FC,0.0009882029020487426,262,103.4
"Martinez, Nick",TBR,FF,-0.004779315902085632,152,94.5
"Martinez, Nick",TBR,SI,0.0009533958168905135,408,104.6
"Martinez, Nick",TBR,SL,-0.0015852512665363778,37,96.0
"Maton, Phil",CHC,CU,0.008159792354932948,148,109.0
"Maton, Phil",CHC,FC,0.006216347986073557,196,112.1
"Maton, Phil",CHC,SI,-0.00706236571369862,99,93.0
"Maton, Phil",CHC,ST,0.0030006715041508867,80,96.1
"Matsui, Yuki",SDP,FF,-0.002477176097678537,177,97.7
"Matsui, Yuki",SDP,FS,0.006852505310378074,127,105.4
"Matsui, Yuki",SDP,SI,-0.0033918831581508536,9,99.6
"Matsui, Yuki",SDP,SL,-0.0004448373217741378,133,93.3
"Matsui, Yuki",SDP,ST,0.005700509511166274,30,99.5
"Matthews, Zebby",MIN,CH,0.0037740035993777507,102,102.8
"Matthews, Zebby",MIN,CU,-0.0012386083696543685,115,95.2
"Matthews, Zebby",MIN,FC,-0.0003643584203396896,101,100.6
"Matthews, Zebby",MIN,FF,-0.0008544579060632861,303,100.1
"Matthews, Zebby",MIN,SI,0.00575732056879335,36,104.6
"Matthews, Zebby",MIN,SL,0.0038383391766016045,185,99.6
"Mattson, Isaac",PIT,CH,-0.004261847318007818,45,97.2
"Mattson, Isaac",PIT,FC,-0.005819286718698484,7,99.2
"Mattson, Isaac",PIT,FF,-0.0004118143071536906,335,101.0
"Mattson, Isaac",PIT,SL,0.0035189897753298283,31,99.7
"Mattson, Isaac",PIT,ST,0.003193175211420347,29,98.1
"Matz, Steven",TBR,CH,0.0009272361608742775,271,100.3
"Matz, Steven",TBR,CU,0.004052628661626049,124,102.5
"Matz, Steven",TBR,FC,-0.005573585086191694,3,99.6
"Matz, Steven",TBR,SI,-0.0027532037428609,443,97.2
"Matz, Steven",TBR,SL,0.005646954523659328,77,101.8
"Mautz, Brycen",STL,CH,-0.007688502781093121,1,99.9
"Mautz, Brycen",STL,CU,-0.00990711627393746,13,96.4
"Mautz, Brycen",STL,FF,0.002145574593809075,26,101.5
"Mautz, Brycen",STL,SI,-0.002461945964023471,10,99.8
"Mautz, Brycen",STL,SL,-0.008919291159448525,9,97.2
"Maxwell, Zach",CIN,FC,0.000595233327909769,47,101.2
"Maxwell, Zach",CIN,FF,0.0023120934390623215,138,104.5
"Maxwell, Zach",CIN,SL,-0.0062032114536337115,17,96.1
"Maxwell, Zach",CIN,ST,0.0033323003255013054,46,97.5
"May, Dustin",STL,CH,0.00219091734842105,94,101.3
"May, Dustin",STL,CU,0.001439674411338511,92,99.0
"May, Dustin",STL,FC,-0.003264738361138564,291,95.3
"May, Dustin",STL,FF,0.0010054166018034505,353,103.6
"May, Dustin",STL,SI,0.002735218150658095,236,107.1
"May, Dustin",STL,ST,0.0054754189343220235,263,98.0
"Mayza, Tim",PHI,FF,-0.008978354740333195,17,97.2
"Mayza, Tim",PHI,FS,-0.002653766333241947,20,98.7
"Mayza, Tim",PHI,SI,-0.003525916970705582,381,95.8
"Mayza, Tim",PHI,SL,0.005626423825735509,203,102.7
"McCambley, Zach",CIN,FF,-0.0048322114192254455,29,97.9
"McCambley, Zach",CIN,SL,0.00406421163585037,50,100.0
"McCambley, Zach",CIN,ST,0.002702809151207261,17,98.6
"McClanahan, Shane",TBR,CU,0.0016442641213291725,179,99.0
"McClanahan, Shane",TBR,FF,-0.0070555816897982255,463,88.0
"McClanahan, Shane",TBR,FS,0.006473662116765623,362,107.0
"McClanahan, Shane",TBR,SL,0.0049070514116711745,251,101.6
"McCullers Jr., Lance",HOU,CH,-0.005710920717319823,92,94.5
"McCullers Jr., Lance",HOU,CU,-0.002936017164116762,108,93.1
"McCullers Jr., Lance",HOU,FC,-0.002066234881761162,188,97.9
"McCullers Jr., Lance",HOU,FF,-0.011432974574509662,27,94.7
"McCullers Jr., Lance",HOU,SI,-0.004058858388565281,152,96.0
"McCullers Jr., Lance",HOU,ST,0.006511884578605787,114,99.9
"McDermott, Chayce",LAD,CU,-0.0027851913146150764,4,99.5
"McDermott, Chayce",LAD,FC,0.005686630210702252,17,102.4
"McDermott, Chayce",LAD,FF,0.0008923642179819153,17,100.6
"McDermott, Chayce",LAD,FS,0.006338381674140692,1,100.1
"McDonald, Trevor",SFG,CH,-0.009347824881842826,132,89.7
"McDonald, Trevor",SFG,FC,-0.01158262169961485,7,98.2
"McDonald, Trevor",SFG,FF,-0.015306476769702775,7,97.8
"McDonald, Trevor",SFG,SI,-0.0028941661304439843,541,96.8
"McDonald, Trevor",SFG,ST,0.0019051026679840612,252,91.7
"McGee, Easton",MIL,CU,0.007291101378440443,9,101.1
"McGee, Easton",MIL,FC,-0.006361158168874681,5,99.3
"McGee, Easton",MIL,FF,0.004149921781693895,6,100.7
"McGee, Easton",MIL,SI,0.013395655201748013,2,100.7
"McGreevy, Michael",STL,CH,-0.0009635463878318512,313,97.7
"McGreevy, Michael",STL,CU,0.0023195638452328977,168,100.1
"McGreevy, Michael",STL,FC,-0.005983911416029407,170,91.6
"McGreevy, Michael",STL,FF,-0.004471593694479899,427,93.2
"McGreevy, Michael",STL,SI,-0.005030787654884512,206,93.9
"McGreevy, Michael",STL,SL,-0.001591817825578428,61,94.4
"McGreevy, Michael",STL,ST,0.004722526755964888,153,97.2
"McLean, Nolan",NYM,CH,0.00247674176741081,105,101.6
"McLean, Nolan",NYM,CU,0.00182060627429161,194,99.2
"McLean, Nolan",NYM,FC,-4.2370759849773206e-05,166,101.3
"McLean, Nolan",NYM,FF,0.0019850892441536415,300,105.2
"McLean, Nolan",NYM,SI,0.0020061546632735203,554,107.0
"McLean, Nolan",NYM,ST,-9.992764426383276e-05,276,87.9
"Mears, Nick",KCR,CH,0.008197642849861748,36,103.5
"Mears, Nick",KCR,CU,0.005824658826737584,46,102.9
"Mears, Nick",KCR,FF,0.003648509144517852,126,106.1
"Mears, Nick",KCR,SI,-0.0017395118116837693,40,99.7
"Mears, Nick",KCR,SL,0.007476202517707822,93,104.3
"Mederos, Victor",ATL,FC,0.010060405591502786,13,103.2
"Mederos, Victor",ATL,FF,-0.013556890189647675,1,99.7
"Mederos, Victor",ATL,SI,-0.006780746958813527,9,98.9
"Mederos, Victor",ATL,SL,0.007416701642796397,2,100.2
"Medina, Luis",ATH,CH,-0.0032439909382658296,86,96.7
"Medina, Luis",ATH,CU,-0.001397049491580609,84,95.7
"Medina, Luis",ATH,FF,-0.0020068128458632373,208,98.3
"Medina, Luis",ATH,SI,-0.0005531897728890649,199,101.3
"Medina, Luis",ATH,SL,0.007009536648592056,98,103.8
"Megill, Trevor",MIL,FF,0.005324604145678914,322,111.4
"Megill, Trevor",MIL,SL,0.013491956791552585,186,116.0
"Mejia, Juan",COL,CH,-0.005087048964924179,20,98.3
"Mejia, Juan",COL,FF,-0.0006013809993303985,355,100.6
"Mejia, Juan",COL,SI,-0.00299267901414582,55,98.6
"Mejia, Juan",COL,SL,0.004333077333285473,24,100.1
"Mejia, Juan",COL,ST,0.006832710901906591,279,100.4
"Melton, Troy",DET,CU,0.005276537940517301,38,102.1
"Melton, Troy",DET,FC,0.004224995956368123,114,107.0
"Melton, Troy",DET,FF,-0.0010612599117217248,229,99.8
"Melton, Troy",DET,FS,-0.0024118705316343242,54,97.5
"Melton, Troy",DET,SI,2.566738280788909e-05,54,101.2
"Melton, Troy",DET,SL,0.006790130809108671,117,103.8
"Messick, Parker",CLE,CH,0.0012370791061634058,370,100.7
"Messick, Parker",CLE,FC,-0.008949331093737491,131,88.1
"Messick, Parker",CLE,FF,-0.001394224534268442,504,99.1
"Messick, Parker",CLE,SI,-0.007674446802543606,262,88.8
"Messick, Parker",CLE,SL,0.00581964747228388,96,102.3
"Messick, Parker",CLE,SV,0.0017837654751167785,172,94.2
"Mey, Luis",CIN,FF,-0.025801849908020813,4,97.7
"Mey, Luis",CIN,SI,0.0006259005741871465,113,102.6
"Mey, Luis",CIN,ST,0.004499767153249241,78,97.7
"Meyer, Max",MIA,CH,-0.00201636605892087,176,96.9
"Meyer, Max",MIA,FF,-0.00494244811346789,384,92.4
"Meyer, Max",MIA,SI,-0.0012915000155928082,163,100.1
"Meyer, Max",MIA,SL,0.0073113182922745846,440,106.9
"Meyer, Max",MIA,SV,0.011079118493015561,470,117.1
"Mikolas, Miles",WSH,CH,0.004184198226599092,107,103.2
"Mikolas, Miles",WSH,CU,-0.00044793414587942647,188,95.5
"Mikolas, Miles",WSH,FC,0.0002874722799559278,278,102.1
"Mikolas, Miles",WSH,FF,-0.008348340502699421,333,86.4
"Mikolas, Miles",WSH,SI,-0.006357109906148419,329,90.6
"Mikolas, Miles",WSH,ST,0.002251488152195853,79,95.3
"Miles, Spencer",TOR,CH,-0.0011178641580045223,2,99.9
"Miles, Spencer",TOR,CU,0.008625671472678354,222,111.2
"Miles, Spencer",TOR,FF,-0.006143975882312932,148,92.6
"Miles, Spencer",TOR,SI,0.003297551706534201,334,108.9
"Miles, Spencer",TOR,SL,0.008726436579261691,154,107.4
"Miller, Bryce",SEA,CU,-0.0012502961631980724,40,97.4
"Miller, Bryce",SEA,FC,-0.0020138506377996826,37,99.2
"Miller, Bryce",SEA,FF,0.003677127726360247,324,108.4
"Miller, Bryce",SEA,FS,0.007369730356996032,176,106.7
"Miller, Bryce",SEA,SI,-0.00409650142925481,24,98.7
"Miller, Bryce",SEA,SL,0.005578882782983883,91,101.9
"Miller, Bryce",SEA,ST,0.010078178847755265,46,102.7
"Miller, Erik",SFG,CH,0.0018799747029593812,35,100.5
"Miller, Erik",SFG,FF,-0.012774219765560701,46,91.1
"Miller, Erik",SFG,SI,0.001731006862629017,213,105.2
"Miller, Erik",SFG,SL,0.004250659004583213,192,100.3
"Miller, Mason",SDP,CH,-0.006021676790745308,15,98.4
"Miller, Mason",SDP,FF,0.004631065290942345,231,109.3
"Miller, Mason",SDP,ST,0.009054995525453517,309,104.5
"Mills, Wyatt",LAD,FF,0.0036146287710162933,23,102.0
"Mills, Wyatt",LAD,SI,0.006920453891607708,29,104.6
"Mills, Wyatt",LAD,SL,-0.008174553134238286,31,92.5
"Mills, Wyatt",LAD,ST,0.005487921155201128,13,99.7
"Milner, Hoby",CHC,CH,-0.008039677058303404,89,92.6
"Milner, Hoby",CHC,FF,-0.0021882565024064944,84,98.6
"Milner, Hoby",CHC,SI,-0.0020759181604960977,233,98.8
"Milner, Hoby",CHC,ST,0.0007317973822864587,162,91.1
"Minter, A.J.",NYM,CH,-0.019001975455986603,14,95.7
"Minter, A.J.",NYM,FC,-0.00309009750985376,109,97.0
"Minter, A.J.",NYM,FF,-0.004549208578781315,62,96.7
"Minter, A.J.",NYM,SI,-0.001979048131033778,4,99.9
"Misiorowski, Jacob",MIL,CH,-0.01130910222543337,28,95.3
"Misiorowski, Jacob",MIL,CU,0.010109487578895605,163,112.4
"Misiorowski, Jacob",MIL,FC,0.0007190720199634679,335,103.1
"Misiorowski, Jacob",MIL,FF,0.014234541937811013,985,132.8
"Misiorowski, Jacob",MIL,SL,0.008161791401851753,44,103.3
"Mize, Casey",DET,FF,-0.0013898706357338142,352,99.2
"Mize, Casey",DET,FS,0.003449808113402515,234,102.4
"Mize, Casey",DET,SI,-0.0005979318828192643,90,100.9
"Mize, Casey",DET,SL,0.002884940633366375,235,97.9
"Mize, Casey",DET,SV,0.0038085399879788867,49,99.1
"Mlodzinski, Carmen",PIT,CU,0.0034182091244762394,158,101.8
"Mlodzinski, Carmen",PIT,FC,-0.0005672112601121027,79,100.3
"Mlodzinski, Carmen",PIT,FF,-0.0038660640210612957,360,94.5
"Mlodzinski, Carmen",PIT,FS,0.0026841355021256248,326,101.5
"Mlodzinski, Carmen",PIT,SI,-0.0007835781167336509,226,101.0
"Mlodzinski, Carmen",PIT,ST,0.004643535775089027,142,97.2
"Molina, Anthony",ATL,CH,0.005567554680586302,24,101.7
"Molina, Anthony",ATL,FC,0.004415184928802773,8,101.0
"Molina, Anthony",ATL,FF,-0.0021385565705713816,32,99.3
"Molina, Anthony",ATL,SL,0.002321926745935343,24,99.1
"Moll, Sam",CIN,CH,-0.0013456341960894254,102,98.1
"Moll, Sam",CIN,FF,0.0032148632868114163,59,103.7
"Moll, Sam",CIN,SI,-0.0023192734264950122,257,98.3
"Moll, Sam",CIN,ST,0.006013517857862964,229,99.0
"Montero, Keider",DET,CH,-0.0015690237327203374,183,97.4
"Montero, Keider",DET,CU,0.0029108550435517425,180,101.1
"Montero, Keider",DET,FF,-0.002149615014628462,402,97.7
"Montero, Keider",DET,SI,0.0022494957937522478,279,106.6
"Montero, Keider",DET,SL,0.004437031107821786,219,100.7
"Montgomery, Mason",PIT,CH,-0.008378165688720235,22,97.1
"Montgomery, Mason",PIT,CU,0.005785296181672994,98,104.4
"Montgomery, Mason",PIT,FF,0.004334920668758864,366,109.9
"Montgomery, Mason",PIT,SI,0.0038109001041831156,19,102.0
"Montgomery, Mason",PIT,SL,0.007117666561470353,97,103.9
"Morales, Luis",ATH,CH,-0.0032796702592168005,25,98.6
"Morales, Luis",ATH,FF,-0.003699580517522091,88,96.9
"Morales, Luis",ATH,SI,-0.008842045226224905,36,95.1
"Morales, Luis",ATH,SL,0.002974551119286632,43,99.2
"Morales, Luis",ATH,ST,0.002703968423884362,20,98.4
"Morejon, Adrian",SDP,CH,0.01111660238397731,132,110.6
"Morejon, Adrian",SDP,FF,0.002374318353499153,84,103.6
"Morejon, Adrian",SDP,SI,0.009481629381705544,297,120.0
"Morejon, Adrian",SDP,SL,0.013191499505019574,135,113.7
"Morgan, David",SDP,CU,-0.0048466517477279624,103,90.8
"Morgan, David",SDP,FF,0.001993931891512795,111,103.7
"Morgan, David",SDP,SI,-0.002659362301673244,107,98.4
"Morgan, David",SDP,SL,0.003022467372843426,67,98.9
"Morgan, Eli",KCR,CH,0.010227125108108989,105,108.7
"Morgan, Eli",KCR,FF,-0.004632045694302962,116,95.3
"Morgan, Eli",KCR,SL,-0.0007782072632332355,94,93.9
"Morillo, Juan",ARI,CH,0.0033209669121648543,104,102.4
"Morillo, Juan",ARI,CU,0.0034211306161263826,84,101.3
"Morillo, Juan",ARI,FF,0.003048913987085042,252,106.8
"Morillo, Juan",ARI,SI,0.006234482346228201,76,108.1
"Morris, Andrew",MIN,CH,0.008560705124289277,68,105.7
"Morris, Andrew",MIN,CU,-0.007918937748078914,17,96.2
"Morris, Andrew",MIN,FF,0.0007195301255067546,302,103.0
"Morris, Andrew",MIN,SI,0.0015934275484963667,83,103.3
"Morris, Andrew",MIN,SL,0.007845793998147528,122,105.4
"Morris, Andrew",MIN,ST,-0.0016601088849550732,102,89.7
"Morris, Kade",ATH,CH,-0.007831328325361634,12,98.4
"Morris, Kade",ATH,CU,0.006605784726244482,11,101.1
"Morris, Kade",ATH,FF,0.004314801888020676,28,102.7
"Morris, Kade",ATH,SI,-0.0005693462982257504,46,100.6
"Morris, Kade",ATH,SL,-0.001135488130482069,24,97.4
"Morris, Kade",ATH,ST,0.0018981459688802715,19,98.2
"Morán, Jovani",BOS,CH,0.0029684405501529017,204,102.7
"Morán, Jovani",BOS,CU,-0.018237228505313396,2,99.0
"Morán, Jovani",BOS,FF,-0.0045768145491133765,212,94.1
"Morán, Jovani",BOS,SI,-0.0014565120639561332,19,100.0
"Morán, Jovani",BOS,SL,0.000787179584738534,81,96.2
"Morán, Jovani",BOS,ST,-0.0009937746682016251,26,96.1
"Murphy, Chris",CWS,CH,0.0017945785257325042,16,100.3
"Murphy, Chris",CWS,CU,-0.001506267274446557,53,96.7
"Murphy, Chris",CWS,FC,0.0018256328110637272,86,103.2
"Murphy, Chris",CWS,FF,0.00181806486994732,86,103.0
"Murphy, Chris",CWS,SI,0.0012615078485396225,16,100.9
"Murphy, Chris",CWS,SL,0.00560546712949872,2,100.1
"Murphy, Chris",CWS,ST,0.0028686447508840095,18,98.6
"Murray, Jayden",CHC,CH,-2.315407618880272e-05,2,100.0
"Murray, Jayden",CHC,FF,0.0009425712877418846,50,101.5
"Murray, Jayden",CHC,SI,-0.00029555358923971653,2,100.1
"Murray, Jayden",CHC,ST,0.006368782429490238,18,99.9
"Murray, Jayden",HOU,CH,-0.0028937206245080397,22,98.8
"Murray, Jayden",HOU,FC,-0.002799095695471416,14,99.4
"Murray, Jayden",HOU,FF,-0.0007739735411361611,114,100.2
"Murray, Jayden",HOU,SI,-0.003361382328439504,25,99.0
"Murray, Jayden",HOU,ST,0.004027964359141022,56,97.7
"Muñoz, Andrés",SEA,CH,0.006941884741536342,20,101.9
"Muñoz, Andrés",SEA,FF,0.0035539847426422824,190,107.0
"Muñoz, Andrés",SEA,SI,0.004564123431919143,54,105.1
"Muñoz, Andrés",SEA,SL,0.007218166540298344,284,106.1
"Muñoz, Roddery",HOU,FC,-0.005719063680670742,18,98.1
"Muñoz, Roddery",HOU,FF,-0.006579736409987853,29,97.0
"Muñoz, Roddery",HOU,FS,-0.008754804055206478,5,99.1
"Muñoz, Roddery",HOU,SI,-0.0072460827046038154,13,98.3
"Muñoz, Roddery",HOU,SL,0.002840806064499623,46,99.0
"Muñoz, Rolddy",ATL,CH,-0.00590623573710521,3,99.7
"Muñoz, Rolddy",ATL,SI,-0.007644402613449428,18,97.6
"Muñoz, Rolddy",ATL,SL,0.002254718041513115,28,99.0
"Myers, Tobias",NYM,FC,0.0024055872628515637,74,103.6
"Myers, Tobias",NYM,FF,-0.00016592884880978296,317,101.4
"Myers, Tobias",NYM,FS,0.008841447558685557,157,108.0
"Myers, Tobias",NYM,SL,0.0024726622862018353,95,98.0
"Myers, Tobias",NYM,ST,-0.02698323577642441,5,96.1
"Márquez, Germán",SDP,CH,-0.014759995843073389,13,96.8
"Márquez, Germán",SDP,FC,-0.001905091128576839,51,99.1
"Márquez, Germán",SDP,FF,-0.005424769501932415,203,92.8
"Márquez, Germán",SDP,SI,-0.001818049901703489,40,99.7
"Márquez, Germán",SDP,SL,-0.0023626044771767087,175,89.3
"Nance, Tommy",TOR,CU,0.01376019872514793,162,118.1
"Nance, Tommy",TOR,SI,-0.00016804183593025258,129,101.7
"Nance, Tommy",TOR,SL,0.009391801894091112,174,108.8
"Nardi, Andrew",MIA,FF,0.0022316008176476417,181,104.9
"Nardi, Andrew",MIA,FS,0.000794450242458631,44,99.6
"Nardi, Andrew",MIA,SI,-0.01659307415996279,7,97.5
"Nardi, Andrew",MIA,SL,0.005826657606383501,59,101.7
"Nardi, Andrew",MIA,ST,0.008836372483832141,87,102.5
"Natera Jr., Samy",LAA,FF,0.0006491895088451585,147,102.2
"Natera Jr., Samy",LAA,FS,-0.038179672323167324,3,97.9
"Natera Jr., Samy",LAA,SL,-0.005730794496937758,36,93.2
"Nelson, Ryne",ARI,CU,0.0017732630728722267,118,99.3
"Nelson, Ryne",ARI,FC,-0.003423409950107636,127,96.2
"Nelson, Ryne",ARI,FF,0.006323762550749487,690,115.1
"Nelson, Ryne",ARI,SI,-0.006753479183140782,31,96.9
"Nelson, Ryne",ARI,SL,0.009489544309313957,233,109.9
"Newcomb, Sean",CWS,CH,0.0013126796370165215,27,100.2
"Newcomb, Sean",CWS,CU,-0.009051880076233493,19,95.4
"Newcomb, Sean",CWS,FC,-0.002718475501751527,12,99.5
"Newcomb, Sean",CWS,FF,-0.005300586461135519,277,92.4
"Newcomb, Sean",CWS,SI,0.0010203923823459467,187,103.8
"Newcomb, Sean",CWS,ST,0.00687783722326479,258,100.5
"Nicolas, Kyle",CIN,CU,-0.0052463420179265086,32,95.4
"Nicolas, Kyle",CIN,FF,-0.005398604897619435,97,94.8
"Nicolas, Kyle",CIN,SI,-0.00837061166142424,3,99.5
"Nicolas, Kyle",CIN,SL,0.0035499265209320142,66,99.5
"Nikhazy, Doug",CWS,CH,-0.020765765764129657,6,97.8
"Nikhazy, Doug",CWS,CU,0.0028511355631053448,1,100.0
"Nikhazy, Doug",CWS,FF,-0.012024554430455383,18,96.0
"Nikhazy, Doug",CWS,SI,-0.007154921942856163,6,99.2
"Nikhazy, Doug",CWS,SL,-0.020351359620690346,3,98.1
"Nikhazy, Doug",CWS,ST,-0.007735310867428779,5,98.3
"Nola, Aaron",PHI,CH,-0.004349879356940571,190,94.1
"Nola, Aaron",PHI,CU,0.003140251221855185,518,101.9
"Nola, Aaron",PHI,FC,-0.004874952466895499,116,94.4
"Nola, Aaron",PHI,FF,-0.0006540158377407434,353,100.5
"Nola, Aaron",PHI,SI,-0.0031966286237673975,325,96.6
"Nola, Aaron",PHI,SL,0.004208747165588041,15,100.1
"Nunez, Anthony",BAL,CH,0.006533226412626171,132,105.9
"Nunez, Anthony",BAL,FC,-0.00014266972184965484,19,100.3
"Nunez, Anthony",BAL,FF,-0.0018020330450076623,151,98.8
"Nunez, Anthony",BAL,SI,-0.00024172822434463472,98,101.4
"Nunez, Anthony",BAL,ST,0.010983116906183048,168,106.7
"O'Brien, Riley",STL,FC,0.0025830753940430566,58,103.2
"O'Brien, Riley",STL,SI,0.004234861157142391,339,110.7
"O'Brien, Riley",STL,ST,0.008633892280222214,172,103.1
"Ober, Bailey",MIN,CH,-0.0016944830473298368,378,96.6
"Ober, Bailey",MIN,CU,0.002946234589520221,21,100.3
"Ober, Bailey",MIN,FF,-0.0011884256967907556,325,99.5
"Ober, Bailey",MIN,SI,-0.0064691974581884484,35,96.7
"Ober, Bailey",MIN,SL,0.0010298879759802456,165,95.1
"Ober, Bailey",MIN,ST,0.0007522875913073895,108,92.5
"Ohtani, Shohei",LAD,CU,0.001330331829445268,127,98.7
"Ohtani, Shohei",LAD,FF,0.004568319862623041,562,111.1
"Ohtani, Shohei",LAD,FS,0.00021075973826454073,108,98.7
"Ohtani, Shohei",LAD,SI,0.00037678062821774243,52,101.5
"Ohtani, Shohei",LAD,SL,0.005267419014126062,15,100.4
"Ohtani, Shohei",LAD,ST,0.01390124349148655,361,114.0
"Okert, Steven",HOU,CH,-0.011628907173871994,1,99.8
"Okert, Steven",HOU,FF,-0.004112378595365393,159,95.4
"Okert, Steven",HOU,SI,-0.005800101925463726,30,97.5
"Okert, Steven",HOU,SL,0.004266156773750507,422,100.4
"Orze, Eric",MIN,FF,-0.005980971516556503,161,92.6
"Orze, Eric",MIN,FS,0.008386074114737213,323,109.4
"Orze, Eric",MIN,SL,0.004097953644604486,91,100.1
"Orze, Eric",MIN,SV,0.002971098592847978,57,98.0
"Oviedo, Johan",BOS,FF,0.0025397289052936966,26,101.7
"Oviedo, Johan",BOS,SI,-0.005238343238098813,14,98.8
"Oviedo, Johan",BOS,SL,0.006759651366155595,15,100.9
"Oviedo, Johan",BOS,ST,-0.004053732380270958,17,96.2
"Paddack, Chris",CIN,CH,0.0027079882957156028,97,101.8
"Paddack, Chris",CIN,CU,0.0006086262645632294,56,98.5
"Paddack, Chris",CIN,FC,0.004397409711903795,48,104.4
"Paddack, Chris",CIN,FF,0.0040599239314010795,143,107.0
"Paddack, Chris",CIN,SI,-0.005033880110002226,9,99.3
"Paddack, Chris",CIN,SL,-0.011645018588751554,2,99.2
"Paddack, Chris",CIN,ST,0.007979333600295442,7,100.2
"Paddack, Chris",MIA,CH,0.009284159417579612,155,109.3
"Paddack, Chris",MIA,CU,-0.004918341262415403,53,93.7
"Paddack, Chris",MIA,FC,0.006224365636802786,67,107.3
"Paddack, Chris",MIA,FF,-7.105301464684645e-05,193,101.4
"Paddack, Chris",MIA,SI,-0.0021698067434756567,46,99.4
"Paddack, Chris",MIA,SL,0.010695874691009521,1,100.2
"Paddack, Chris",MIA,ST,0.0036689056370440604,70,97.0
"Paddack, Chris",TEX,CH,0.008850092786209037,24,102.8
"Paddack, Chris",TEX,CU,-0.0018075291466500079,7,99.3
"Paddack, Chris",TEX,FC,0.0010812923183038947,16,100.7
"Paddack, Chris",TEX,FF,0.006833798462240439,18,102.8
"Paddack, Chris",TEX,SI,-0.011653706741829714,3,99.3
"Paez, Jedixson",CWS,CH,0.00540927704423666,15,101.1
"Paez, Jedixson",CWS,FC,-0.00536338473664893,11,98.8
"Paez, Jedixson",CWS,FF,0.007827324291650692,23,103.9
"Paez, Jedixson",CWS,SI,0.0016358796532990204,9,100.6
"Paez, Jedixson",CWS,ST,0.007732025211485701,7,100.2
"Pagán, Emilio",CIN,FF,0.0073364624566498345,140,111.5
"Pagán, Emilio",CIN,FS,0.004389514576921121,47,101.6
"Pagán, Emilio",CIN,SL,0.004077020018739858,50,100.0
"Painter, Andrew",PHI,CU,0.0028661846443153787,99,100.8
