pitcher,team,pitch_type,rawmean,n,stuff_mean
"Bubic, Kris",KCR,FF,-0.0008056018353647653,337,100.2
"Bubic, Kris",KCR,SI,-0.006931268503046007,101,93.1
"Bubic, Kris",KCR,SL,-0.0005717815109528601,75,94.8
"Bubic, Kris",KCR,ST,0.0023704925844111025,137,94.0
"Buehler, Walker",SDP,CH,-0.01021589109186325,129,89.0
"Buehler, Walker",SDP,CU,0.0009740856344782892,154,98.0
"Buehler, Walker",SDP,FC,0.0016383375409994366,305,104.8
"Buehler, Walker",SDP,FF,-0.0007769923253225713,291,100.3
"Buehler, Walker",SDP,SI,0.0008557264472271882,230,103.8
"Buehler, Walker",SDP,SL,0.0031351399570405778,174,98.5
"Buehler, Walker",SDP,ST,0.004902392421199968,99,97.9
"Bummer, Aaron",ATL,CU,0.0013255735441395984,67,99.0
"Bummer, Aaron",ATL,FC,-0.002158655279559111,34,99.1
"Bummer, Aaron",ATL,FF,-0.005799941890670553,23,97.8
"Bummer, Aaron",ATL,SI,-0.0025237489805257844,108,98.5
"Bummer, Aaron",ATL,ST,0.005104025840410031,50,98.8
"Burgos, Juan",ARI,FC,0.007934560500351446,7,101.5
"Burgos, Juan",ARI,SI,-0.0015833921206649393,8,100.0
"Burgos, Juan",ARI,ST,0.008843388967216015,5,100.3
"Burke, Brock",CIN,CH,0.0005114403686276851,109,99.8
"Burke, Brock",CIN,FF,-0.004897242291728454,269,93.1
"Burke, Brock",CIN,SI,-0.005123867558237786,75,96.0
"Burke, Brock",CIN,SL,0.0027348811653819913,208,97.7
"Burke, Sean",CWS,CH,-0.0009713797352200938,43,99.1
"Burke, Sean",CWS,CU,-0.0026006151477552275,330,90.5
"Burke, Sean",CWS,FC,-0.00307948763805722,88,97.3
"Burke, Sean",CWS,FF,0.0037327609427093176,553,109.4
"Burke, Sean",CWS,SI,-0.004481367603909184,239,94.6
"Burke, Sean",CWS,SL,0.006195023404884819,261,104.0
"Burns, Chase",CIN,CH,0.006663684923152782,95,105.2
"Burns, Chase",CIN,CU,-0.0008905215654522181,1,99.9
"Burns, Chase",CIN,FF,0.005379173366675987,894,113.5
"Burns, Chase",CIN,SL,0.011942066530997202,581,117.5
"Burrows, Mike",HOU,CH,0.006836549800538877,402,108.8
"Burrows, Mike",HOU,CU,-0.00010719979506558168,212,95.9
"Burrows, Mike",HOU,FC,0.004525175416782156,251,109.9
"Burrows, Mike",HOU,FF,-0.0014624696159867305,430,99.0
"Burrows, Mike",HOU,SI,-0.0007420911717575939,184,101.0
"Buttó, José",SFG,CH,-0.008800076902844012,6,99.0
"Buttó, José",SFG,CU,0.0042250133119523525,1,100.0
"Buttó, José",SFG,FF,0.0024401123868074137,16,101.1
"Buttó, José",SFG,SI,-0.0023685479816911675,27,99.5
"Buttó, José",SFG,SL,-0.007116908158283108,13,96.6
"Cabrera, Edward",CHC,CH,0.0031341715929539275,363,103.4
"Cabrera, Edward",CHC,CU,0.006845885525167012,238,108.2
"Cabrera, Edward",CHC,FF,-0.008468833839581089,211,87.8
"Cabrera, Edward",CHC,SI,-0.0009042225620390022,253,100.8
"Cabrera, Edward",CHC,SL,0.0062597804222420655,138,103.3
"Cabrera, Jose",ARI,CH,-0.010421638791078956,11,98.0
"Cabrera, Jose",ARI,FC,-0.005098386928538519,41,96.8
"Cabrera, Jose",ARI,FF,-0.0008778433515025036,35,100.0
"Cabrera, Jose",ARI,SI,0.004094082018127665,10,101.2
"Cabrera, Jose",ARI,SL,-0.011150574704342511,21,93.1
"Cabrera, Jose",ARI,ST,0.005322597877238877,24,99.4
"Cameron, Noah",KCR,CH,0.007350803740430423,312,109.0
"Cameron, Noah",KCR,CU,0.0009732203151891296,243,97.7
"Cameron, Noah",KCR,FC,-0.0018994695546141536,294,97.9
"Cameron, Noah",KCR,FF,-0.003425321452450058,411,95.2
"Cameron, Noah",KCR,SI,-0.0057721049592006374,52,96.3
"Cameron, Noah",KCR,SL,0.003346792128825284,135,98.9
"Canning, Griffin",SDP,CH,0.0059897362977055085,194,106.2
"Canning, Griffin",SDP,FC,-0.005480055809631286,49,96.0
"Canning, Griffin",SDP,FF,-0.007616867172334921,212,89.2
"Canning, Griffin",SDP,SI,-0.00691564185739906,94,93.4
"Canning, Griffin",SDP,SL,0.0034718102815355294,206,99.0
"Canning, Griffin",SDP,ST,0.0033963258465519175,48,97.4
"Canning, Griffin",SDP,SV,-0.0026083632050465573,34,94.1
"Cannon, Jonathan",CWS,CH,0.00963977538049221,1,100.2
"Cannon, Jonathan",CWS,FF,-0.0024422329443041235,8,99.7
"Cannon, Jonathan",CWS,SL,-0.0076190311228856444,2,99.4
"Cannon, Jonathan",CWS,ST,-0.012450724219282469,3,98.6
"Cano, Yennier",BAL,FF,-0.018359422248870355,17,94.0
"Cano, Yennier",BAL,FS,0.0052087583331501906,122,103.6
"Cano, Yennier",BAL,SI,0.004654765863940498,221,110.2
"Cano, Yennier",BAL,ST,0.011017883459040288,69,104.4
"Cantillo, Joey",CLE,CH,-0.0008827629175717571,414,97.7
"Cantillo, Joey",CLE,CU,0.00735510598825446,375,110.2
"Cantillo, Joey",CLE,FC,-0.002552647025239962,71,98.2
"Cantillo, Joey",CLE,FF,-0.011307813791911614,579,78.9
"Cantillo, Joey",CLE,SL,0.0016146330530510138,114,96.6
"Carrasco, Carlos",ATL,FC,-0.004810355461813742,32,97.5
"Carrasco, Carlos",ATL,FF,-0.002236721342698872,51,99.0
"Carrasco, Carlos",ATL,FS,0.00028389242051782764,63,99.1
"Carrasco, Carlos",ATL,SI,-0.005046238177913308,56,96.7
"Casparius, Ben",LAD,CH,-0.010719256941229105,2,99.6
"Casparius, Ben",LAD,CU,0.006094588214182295,16,101.3
"Casparius, Ben",LAD,FC,0.00021347140248578327,13,100.3
"Casparius, Ben",LAD,FF,-0.0021930464810305614,41,99.1
"Casparius, Ben",LAD,ST,0.01392127908291985,27,103.8
"Castaño, Blas",COL,CH,-0.008448776471227206,37,95.6
"Castaño, Blas",COL,FC,0.00349293037816453,51,103.8
"Castaño, Blas",COL,FF,-0.0009387015161337331,34,100.0
"Castaño, Blas",COL,SI,-0.0010279116057945964,136,100.5
"Castaño, Blas",COL,ST,0.00739144695467343,85,100.9
"Castellano, Eiberson",COL,CH,0.0042833208572119474,2,100.1
"Castellano, Eiberson",COL,CU,0.0033922741511979927,13,100.3
"Castellano, Eiberson",COL,FF,-0.001347681994290421,15,99.9
"Castellano, Eiberson",COL,SI,0.0063523280434310435,5,100.9
"Castillo, Luis",SEA,CH,-0.0030899714128772965,174,95.7
"Castillo, Luis",SEA,FF,0.0014992537438793282,623,105.0
"Castillo, Luis",SEA,SI,0.0019245721826096475,223,105.6
"Castillo, Luis",SEA,SL,0.0010860323321300526,362,93.9
"Castro, Kervin",NYY,FC,-0.004065725317394192,11,99.2
"Castro, Kervin",NYY,FF,0.005550332384050957,14,101.9
"Castro, Kervin",NYY,SI,-0.016202038968913257,4,98.6
"Cavalli, Cade",WSH,CH,0.003500804645257437,122,102.7
"Cavalli, Cade",WSH,CU,0.007831807406618513,429,111.5
"Cavalli, Cade",WSH,FC,-0.006072524947740021,32,96.7
"Cavalli, Cade",WSH,FF,-0.0017878459808298517,521,98.3
"Cavalli, Cade",WSH,SI,0.001241665355172636,243,104.6
"Cavalli, Cade",WSH,SV,0.010219144193304693,179,111.5
"Cease, Dylan",TOR,CU,0.00196974304680038,141,99.6
"Cease, Dylan",TOR,FF,0.004608764608852425,527,111.1
"Cease, Dylan",TOR,FS,-0.0034295370975508752,164,94.4
"Cease, Dylan",TOR,SI,0.0023672633436256766,148,105.5
"Cease, Dylan",TOR,SL,0.010361705265981687,447,113.4
"Cease, Dylan",TOR,SV,0.007086836395661949,68,103.2
"Cecconi, Slade",CLE,CU,-0.001836617630911421,232,92.7
"Cecconi, Slade",CLE,FC,-0.00319952326543671,384,95.1
"Cecconi, Slade",CLE,FF,-0.0026546671180574266,414,96.7
"Cecconi, Slade",CLE,FS,0.0056581327598541975,25,101.5
"Cecconi, Slade",CLE,SI,-0.0026047246846510573,324,97.7
"Cecconi, Slade",CLE,SL,0.000631788863478612,85,95.9
"Cecconi, Slade",CLE,ST,0.005673903415874137,76,99.0
"Cerantola, Eric",KCR,FC,-0.019244568082892027,24,90.8
"Cerantola, Eric",KCR,FF,-0.017711721279905463,49,86.9
"Cerantola, Eric",KCR,SL,-0.009249571190120688,49,88.6
"Chandler, Bubba",PIT,CH,0.004136298950212828,240,104.3
"Chandler, Bubba",PIT,CU,0.003953509801649488,50,101.4
"Chandler, Bubba",PIT,FF,0.00715221611530182,708,116.9
"Chandler, Bubba",PIT,SI,0.004174872293636629,96,106.7
"Chandler, Bubba",PIT,SL,0.0077624692660453335,266,107.0
"Chandler, Bubba",PIT,ST,-0.004542594263871568,86,87.3
"Chapman, Aroldis",BOS,FF,-0.0005349299427818807,149,100.6
"Chapman, Aroldis",BOS,FS,0.01003826561293775,31,103.6
"Chapman, Aroldis",BOS,SI,0.002598209405102982,156,106.0
"Chapman, Aroldis",BOS,ST,0.015220315658328785,69,108.6
"Chivilli, Angel",NYY,CH,-0.0004230652910856796,28,99.6
"Chivilli, Angel",NYY,FC,0.008045700433285674,16,103.2
"Chivilli, Angel",NYY,FF,-0.0011548574475455098,16,99.9
"Civale, Aaron",ATH,CH,-0.016235212796475804,70,87.5
"Civale, Aaron",ATH,CU,0.006540735211138698,275,108.0
"Civale, Aaron",ATH,FC,0.002152980393457955,416,106.2
"Civale, Aaron",ATH,FF,-0.0031531430378473574,146,96.9
"Civale, Aaron",ATH,SI,-0.005353143072533479,223,93.2
"Civale, Aaron",ATH,ST,0.0038879524945514277,40,98.1
"Clarke, Taylor",ARI,CH,0.0021240178679744173,129,101.4
"Clarke, Taylor",ARI,FC,-0.008981175343419804,54,92.6
"Clarke, Taylor",ARI,FF,-0.007091516243683425,65,94.2
"Clarke, Taylor",ARI,SI,-0.00459415748939916,98,96.1
"Clarke, Taylor",ARI,SL,0.007130863755603144,172,105.1
"Cleavinger, Garrett",TBR,FF,0.0012704481180586906,48,101.7
"Cleavinger, Garrett",TBR,SI,-0.007479084191833284,110,92.1
"Cleavinger, Garrett",TBR,SL,0.0030717513433395818,177,98.4
"Cleavinger, Garrett",TBR,ST,0.014296055488133182,60,107.1
"Cole, Gerrit",NYY,CH,-0.0025912269952752423,82,97.3
"Cole, Gerrit",NYY,CU,0.0013426770256912625,84,98.9
"Cole, Gerrit",NYY,FF,0.0027511780247593265,224,106.1
"Cole, Gerrit",NYY,SI,-0.00021458434144114243,47,100.9
"Cole, Gerrit",NYY,SL,0.004122655631572342,100,100.1
"Collyer, Gavin",TEX,FF,0.006019627417234944,62,106.3
"Collyer, Gavin",TEX,SI,0.0036311222837188298,63,104.8
"Collyer, Gavin",TEX,SL,0.0024733988110184377,133,97.6
"Collyer, Gavin",TEX,ST,0.004920757855653568,67,98.3
"Corbin, Patrick",TOR,CH,0.002212031987834383,11,100.3
"Corbin, Patrick",TOR,FC,-0.001540905480699924,198,98.8
"Corbin, Patrick",TOR,FF,-0.009949102314107328,136,87.6
"Corbin, Patrick",TOR,FS,-0.0023614264791831374,222,95.1
"Corbin, Patrick",TOR,SI,-0.007380103495900206,356,88.4
"Corbin, Patrick",TOR,SL,-0.0040355086298935975,351,83.6
"Cornelio, Riley",WSH,FF,-4.9131953548769365e-05,108,101.1
"Cornelio, Riley",WSH,SL,-0.00825702274342739,86,85.2
"Corniell, Jose",TEX,CH,-0.0013273282238515094,16,99.5
"Corniell, Jose",TEX,FC,-0.003593017016343462,15,99.1
"Corniell, Jose",TEX,FF,0.000670231814082298,18,100.6
"Corniell, Jose",TEX,SI,-0.0017970740736927837,4,100.0
"Corniell, Jose",TEX,SL,0.005573782845333751,7,100.3
"Corniell, Jose",TEX,ST,0.004864104609522555,9,99.6
"Coulombe, Danny",BOS,CU,0.0027677625656234222,23,100.2
"Coulombe, Danny",BOS,FF,-0.006599660588108236,32,96.7
"Coulombe, Danny",BOS,SI,-0.008053432089023899,101,91.7
"Coulombe, Danny",BOS,SL,0.002376226935350944,121,97.6
"Coulombe, Danny",BOS,ST,3.2759270056728915e-05,58,94.1
"Criswell, Cooper",SEA,CH,-0.00045128617855352197,124,98.8
"Criswell, Cooper",SEA,FC,0.0045592120022403685,98,106.9
"Criswell, Cooper",SEA,FF,-0.0018958318791451997,28,99.5
"Criswell, Cooper",SEA,SI,0.0016433755469658232,120,104.0
"Criswell, Cooper",SEA,ST,0.014689628047800279,92,109.5
"Criswell, Jeff",COL,CH,0.00043101259507238865,5,100.0
"Criswell, Jeff",COL,FC,-0.0021692753847067556,15,99.5
"Criswell, Jeff",COL,FF,9.910470107570291e-05,20,100.4
"Criswell, Jeff",COL,SL,-0.004494205013745361,9,98.2
"Crochet, Garrett",BOS,CH,-0.003719214434650811,22,98.6
"Crochet, Garrett",BOS,FC,0.0040039001101521456,129,107.0
"Crochet, Garrett",BOS,FF,-0.0006855965818215741,173,100.4
"Crochet, Garrett",BOS,FS,-0.008521182928234339,4,99.3
"Crochet, Garrett",BOS,SI,-0.004310322194841915,116,96.1
"Crochet, Garrett",BOS,ST,0.0035262231744913938,74,96.8
"Crow, Coleman",MIL,CU,0.00906280707520219,61,106.6
"Crow, Coleman",MIL,FC,0.006002720253635633,107,109.1
"Crow, Coleman",MIL,FF,-0.0013059863388965216,60,99.7
"Crow, Coleman",MIL,SI,0.0004602536203244447,44,101.4
"Crow, Coleman",MIL,ST,0.01275372544667967,23,102.8
"Cruz, Fernando",NYY,FF,-0.006315118987713504,200,91.5
"Cruz, Fernando",NYY,FS,0.0047067854903777035,306,104.3
"Cruz, Fernando",NYY,SI,-0.0019210975119171457,18,99.8
"Cruz, Fernando",NYY,ST,0.0030590476675570245,80,96.1
"Cruz, Steven",KCR,FC,-0.0018123781299234703,108,98.7
"Cruz, Steven",KCR,FF,0.009744073780619249,265,118.5
"Cruz, Steven",KCR,SL,0.009053984040457925,88,106.1
"Cruz, Yovanny",NYY,FF,0.00629409498651512,18,102.6
"Cruz, Yovanny",NYY,FS,0.00746398263228392,7,100.7
"Cruz, Yovanny",NYY,SL,0.0035020894415321805,21,99.7
"Cuas, Jose",KCR,CH,-0.006431762129068375,1,99.9
"Cuas, Jose",KCR,FF,-0.00020737683644256322,16,100.2
"Cuas, Jose",KCR,SI,-0.011504898608351747,15,96.7
"Cuas, Jose",KCR,ST,-0.009232654829975217,10,96.5
"Curvelo, Luis",TEX,FF,0.0051125096647548635,33,103.6
"Curvelo, Luis",TEX,FS,0.004794410343882711,28,101.3
"Curvelo, Luis",TEX,SI,0.002661680663522654,33,102.5
"Curvelo, Luis",TEX,SL,0.004636130383751618,39,100.4
"Dallas, Chad",TOR,CU,0.011514990404248238,20,103.9
"Dallas, Chad",TOR,FC,-0.0015681241478385597,29,99.6
"Dallas, Chad",TOR,ST,0.009511951663482347,19,101.1
"Davila, Nick",SEA,CU,0.009119895054027438,17,102.5
"Davila, Nick",SEA,FF,-0.008257973719782267,39,95.1
"Davila, Nick",SEA,SI,0.0006659362044510484,53,101.7
"Davila, Nick",SEA,SL,0.0012659254631216753,120,96.0
"Davila, Nick",SEA,ST,-0.002558724721893668,1,99.8
"Davis, Tyler",CWS,CH,0.0016365923386599337,21,100.3
"Davis, Tyler",CWS,FF,0.002644968495926235,215,105.8
"Davis, Tyler",CWS,SL,0.008044073201042983,114,105.5
"Davitt, Duncan",CWS,CH,0.001528630731627345,2,100.0
"Davitt, Duncan",CWS,FF,0.01684585283510387,4,101.6
"Davitt, Duncan",CWS,SL,-0.00011808223401506741,6,99.4
"Davitt, Duncan",CWS,ST,0.01635068003088236,2,100.5
"De Jesus, Enmanuel",DET,CH,0.0038021655301870953,106,102.8
"De Jesus, Enmanuel",DET,CU,-0.006191451860217967,32,94.8
"De Jesus, Enmanuel",DET,FF,0.0006162885518146032,219,102.5
"De Jesus, Enmanuel",DET,SI,0.0037617333565625206,60,104.7
"De Jesus, Enmanuel",DET,SL,0.004931874608186975,92,101.1
"De Los Santos, Enyel",HOU,CH,0.0034409415384030863,141,102.8
"De Los Santos, Enyel",HOU,FC,0.0034668532143156358,193,107.3
"De Los Santos, Enyel",HOU,FF,0.0017589638036532471,260,104.6
"De los Santos, Yerry",NYY,FF,-0.011183787203793014,7,98.4
"De los Santos, Yerry",NYY,FS,0.0013913916988507657,31,99.9
"De los Santos, Yerry",NYY,SI,0.00034619333489578874,68,101.7
"De los Santos, Yerry",NYY,SL,0.008719230376300402,4,100.5
"Detmers, Reid",LAA,CH,0.0013831554557934094,162,100.7
"Detmers, Reid",LAA,CU,-0.0003781900809285124,157,95.9
"Detmers, Reid",LAA,FF,-0.0011635526832114605,663,99.5
"Detmers, Reid",LAA,SI,-0.004689869359173181,31,98.1
"Detmers, Reid",LAA,SL,0.003220853941556529,494,98.2
"Devenski, Chris",PIT,CH,0.01080500753596425,18,102.8
"Devenski, Chris",PIT,FF,-0.009709418849070062,16,97.1
"Devenski, Chris",PIT,SI,0.0003288038424216211,1,100.0
"Devenski, Chris",PIT,ST,0.01004203490447253,4,100.3
"Dion, Will",CLE,CH,0.0018133158239746286,31,100.5
"Dion, Will",CLE,CU,0.002735622196632903,40,100.3
"Dion, Will",CLE,FC,0.00040902205423222883,31,100.8
"Dion, Will",CLE,FF,0.0031211893435807506,66,103.8
"Dion, Will",CLE,SI,-0.0022994539163925724,23,99.6
"Dobbins, Hunter",STL,CH,0.0030221933468257906,36,101.1
"Dobbins, Hunter",STL,CU,-0.0004988013359252363,30,98.4
"Dobbins, Hunter",STL,FF,-0.0004968986067265802,102,100.5
"Dobbins, Hunter",STL,SI,0.00664893609491628,40,105.6
"Dobbins, Hunter",STL,SL,0.007951698459337577,59,103.8
"Dobbins, Hunter",STL,ST,0.010386766609138785,39,102.6
"Dobnak, Randy",KCR,CH,-0.0020021884818561377,10,99.6
"Dobnak, Randy",KCR,FF,-0.004099077628052328,10,99.3
"Dobnak, Randy",KCR,SI,0.001242731912306657,19,101.0
"Dobnak, Randy",KCR,SL,0.0017340698279440403,5,99.7
"Dobnak, Randy",KCR,ST,-0.004033488329969259,20,95.6
"Dodd, Dylan",ATL,FC,-0.0024694607805988773,114,97.7
"Dodd, Dylan",ATL,SI,0.002980436487727709,201,107.2
"Dodd, Dylan",ATL,SL,-0.011802188576909648,29,90.7
"Dollander, Chase",COL,CH,-0.0001293429960731793,78,99.3
"Dollander, Chase",COL,FF,0.010273700043883194,278,119.6
"Dollander, Chase",COL,SI,0.003236131340345919,179,107.3
"Dollander, Chase",COL,SL,0.009655867360480543,108,107.6
"Dollander, Chase",COL,ST,0.015191476498148403,40,106.0
"Dollander, Chase",COL,SV,0.005513421892212167,59,101.0
"Domínguez, Seranthony",CWS,CU,-0.005555563266030871,13,97.7
"Domínguez, Seranthony",CWS,FF,0.0005726879323073067,214,102.5
"Domínguez, Seranthony",CWS,FS,-0.002081700880223382,70,97.3
"Domínguez, Seranthony",CWS,SI,0.001899738930548018,97,104.0
"Domínguez, Seranthony",CWS,ST,0.004729872763977926,171,97.1
"Dotel, Wilber",PIT,FC,-0.0051286273988682355,58,95.9
"Dotel, Wilber",PIT,FF,-0.00038060981252193733,148,100.8
"Dotel, Wilber",PIT,FS,0.0016137219106038922,34,100.0
"Dotel, Wilber",PIT,SL,0.007964147644723573,63,103.9
"Doval, Camilo",NYY,CH,-0.009076763777152842,18,97.3
"Doval, Camilo",NYY,FC,0.00419797928232342,181,108.4
"Doval, Camilo",NYY,SI,0.0032514529842256495,195,107.5
"Doval, Camilo",NYY,SL,0.008268664807502109,130,106.2
"Dreyer, Jack",LAD,CU,-0.002685396795491776,73,94.7
"Dreyer, Jack",LAD,FF,0.0023986070588681466,259,105.7
"Dreyer, Jack",LAD,SL,-0.0014823366349429744,216,90.1
"Drohan, Shane",MIL,CH,-0.011880445404029969,36,94.0
"Drohan, Shane",MIL,CU,0.00018792060939176736,128,97.0
"Drohan, Shane",MIL,FC,-0.004199033972203395,103,95.6
"Drohan, Shane",MIL,FF,-0.0017850556175495764,274,98.5
"Drohan, Shane",MIL,SI,-0.0048305197594823565,194,94.4
"Drohan, Shane",MIL,SL,0.007280657718212368,190,105.5
"Duarte, Daniel",NYM,CH,-0.011792698399707055,12,97.6
"Duarte, Daniel",NYM,FC,0.0007887812680564821,19,100.7
"Duarte, Daniel",NYM,FF,-0.008286398515338078,5,99.2
"Duarte, Daniel",NYM,SI,0.0038709453203611905,9,101.1
"Duarte, Daniel",NYM,ST,0.0050106611901851875,11,99.6
"Duran, Jhoan",PHI,CU,-0.0008536690234081416,53,97.2
"Duran, Jhoan",PHI,FF,0.004458515004254877,125,107.1
"Duran, Jhoan",PHI,FS,-0.00975876223611749,32,95.0
"Duran, Jhoan",PHI,SI,0.00439594526525397,206,109.6
"Duran, Jhoan",PHI,ST,-0.002248734008224512,44,93.4
"Díaz, Edwin",LAD,FF,0.0029288759534080912,70,103.8
"Díaz, Edwin",LAD,SL,0.0011822494634543546,62,97.1
"Díaz, Yilber",ARI,CU,-0.01197722414508462,4,98.6
"Díaz, Yilber",ARI,FF,-0.002733716024926657,27,99.1
"Díaz, Yilber",ARI,SL,0.0007399796853021074,13,99.0
"Early, Connelly",BOS,CH,0.005996139153626816,279,106.9
"Early, Connelly",BOS,CU,0.0012006111528033083,163,98.3
"Early, Connelly",BOS,FC,0.0013563302608218227,123,103.1
"Early, Connelly",BOS,FF,4.956623029059548e-05,535,102.0
"Early, Connelly",BOS,SI,-0.005746774556990586,304,91.9
"Early, Connelly",BOS,ST,0.0080580956740797,123,102.0
"Eder, Jake",LAD,CH,-0.036278169602155685,1,99.3
"Eder, Jake",LAD,CU,0.003024277393706143,2,100.0
"Eder, Jake",LAD,FF,-0.006366546028650852,33,96.8
"Eder, Jake",LAD,SI,-0.005608041770756245,1,99.9
"Eder, Jake",LAD,SL,0.002770633657315844,19,99.5
"Edwards Jr., Carl",NYM,CH,0.005721407604141859,16,101.2
"Edwards Jr., Carl",NYM,CU,-0.005494316973393628,30,95.4
"Edwards Jr., Carl",NYM,FF,0.001523787657102078,53,102.0
"Eflin, Zach",BAL,FC,0.0002835063655352728,11,100.3
"Eflin, Zach",BAL,FF,-0.004013148701882788,7,99.5
"Eflin, Zach",BAL,FS,0.0014138775969561386,19,100.0
"Eflin, Zach",BAL,SI,-0.002178636901200142,14,99.8
"Eflin, Zach",BAL,ST,-0.0003420202078164688,7,98.9
"Eflin, Zach",BAL,SV,-0.0006276677449932322,16,97.7
"Eisert, Brandon",CWS,CH,-0.006584504567539485,104,93.3
"Eisert, Brandon",CWS,FF,-0.006700869955323001,173,91.3
"Eisert, Brandon",CWS,SI,-0.002977505378708131,29,99.1
"Eisert, Brandon",CWS,SL,-0.0004031912039083961,140,93.2
"Ekness, Josh",MIA,FF,0.008164077168677319,47,106.9
"Ekness, Josh",MIA,SI,0.006238345268436454,11,101.9
"Ekness, Josh",MIA,SL,0.0062765719619794534,13,100.7
"Ekness, Josh",MIA,ST,0.014684494263578759,27,104.2
"Elder, Bryce",ATL,CH,-0.003887475108468723,133,95.3
"Elder, Bryce",ATL,FC,-0.005266199532118278,194,92.4
"Elder, Bryce",ATL,FF,-0.00462778032272971,350,93.2
"Elder, Bryce",ATL,SI,-0.0030996946565322752,388,96.6
"Elder, Bryce",ATL,SL,0.0035787381082149974,396,99.0
"Englert, Mason",TBR,CH,0.0028891314780117856,105,102.0
"Englert, Mason",TBR,CU,0.00800256284005435,71,106.1
"Englert, Mason",TBR,FC,-0.0019965509709436446,4,99.9
"Englert, Mason",TBR,FF,-0.008171433571889694,74,92.7
"Englert, Mason",TBR,SI,-0.0027422179308713465,72,98.6
"Englert, Mason",TBR,SL,0.0008266800460183905,42,97.5
"Enns, Dietrich",BAL,CH,0.0007484482376346901,59,100.0
"Enns, Dietrich",BAL,CU,-0.00592293925001286,16,97.1
"Enns, Dietrich",BAL,FF,-0.003235432008455064,160,96.6
"Enns, Dietrich",BAL,SL,0.0048486387682275785,29,100.5
"Enns, Dietrich",BAL,SV,0.0036037935728759126,27,99.3
"Eovaldi, Nathan",TEX,CU,0.0018274951583864998,334,99.1
"Eovaldi, Nathan",TEX,FC,0.0003435079204273589,323,102.3
"Eovaldi, Nathan",TEX,FF,-0.0010884471975812487,204,99.8
"Eovaldi, Nathan",TEX,FS,-0.003247666102069878,567,92.6
"Eovaldi, Nathan",TEX,SI,0.005497684659232863,119,109.2
"Eovaldi, Nathan",TEX,SL,-0.0001250010940970646,9,99.1
"Erceg, Lucas",KCR,CH,0.008777027491215662,81,106.5
"Erceg, Lucas",KCR,FF,-0.002858521444506925,199,97.0
"Erceg, Lucas",KCR,SI,0.003858949007877123,135,107.4
"Erceg, Lucas",KCR,SL,0.0048011241767704224,180,101.2
"Espada, Jose",BAL,FF,0.0032876882469281554,6,100.6
"Espada, Jose",BAL,SI,-0.039879210293293,1,99.1
"Espada, Jose",BAL,SL,0.004716694646049291,8,100.1
"Espino, Daniel",CLE,CU,-0.0020690509118139744,10,99.0
"Espino, Daniel",CLE,FF,0.009569857008134036,67,110.0
"Espino, Daniel",CLE,SL,0.005683033933261565,24,100.8
"Estes, Joey",ATH,CH,-0.01026509318035096,4,99.2
"Estes, Joey",ATH,FC,0.004192039107562907,14,101.6
"Estes, Joey",ATH,FF,-3.943630094752358e-05,29,100.5
"Estes, Joey",ATH,SI,-0.003230716334655881,1,100.0
"Estes, Joey",ATH,SL,0.005040428857319057,10,100.2
"Estes, Joey",ATH,ST,0.008823382381636363,13,100.6
"Estrada, Jeremiah",SDP,CH,0.010935647885643822,102,109.2
"Estrada, Jeremiah",SDP,FF,0.0067560598932902,186,111.9
"Estrada, Jeremiah",SDP,SL,0.0049422345208850775,33,100.6
"Estrada, Lazaro",TOR,CU,-0.004523990617599338,10,98.4
"Estrada, Lazaro",TOR,FC,-0.0036631314442274743,32,98.2
"Estrada, Lazaro",TOR,FF,0.0010045311594149098,50,101.5
"Estrada, Lazaro",TOR,FS,-0.009985750541090965,5,99.0
"Estévez, Carlos",KCR,CH,-0.007775498398890098,6,99.1
"Estévez, Carlos",KCR,FF,-0.005504079628735781,15,98.6
"Estévez, Carlos",KCR,SL,-0.0003133784436310331,6,99.4
"Fairbanks, Pete",MIA,CH,-0.012568401569627564,11,97.6
"Fairbanks, Pete",MIA,CU,0.004817909886798916,89,103.1
"Fairbanks, Pete",MIA,FF,-9.834894395464936e-06,236,101.6
"Fairbanks, Pete",MIA,SL,0.010905330729973873,126,110.0
"Falter, Bailey",KCR,CH,-0.01168238406535238,18,96.6
"Falter, Bailey",KCR,CU,0.0025154568994527355,17,100.1
"Falter, Bailey",KCR,FF,-0.005097918431116359,103,95.0
"Falter, Bailey",KCR,SI,0.007186448201537132,1,100.2
"Falter, Bailey",KCR,SL,-0.005580378105727638,41,92.7
"Farris, Mitch",LAA,CH,0.00700329140347107,139,106.5
"Farris, Mitch",LAA,FC,-0.004801870561705879,79,95.5
"Farris, Mitch",LAA,FF,-0.0035650812543833892,255,95.5
"Farris, Mitch",LAA,SL,0.004325417259212536,78,100.3
"Faucher, Calvin",MIA,CU,0.008931391085958064,93,108.2
"Faucher, Calvin",MIA,FC,-8.470965297947047e-05,257,101.4
"Faucher, Calvin",MIA,FF,-0.00234466965344769,27,99.3
"Faucher, Calvin",MIA,SI,0.0012133917681912071,92,103.1
"Faucher, Calvin",MIA,SL,-0.006750941611244343,10,97.4
"Faucher, Calvin",MIA,ST,0.0053226498641907385,124,98.2
"Fedde, Erick",CWS,CH,-0.005304924113692036,190,92.9
"Fedde, Erick",CWS,FC,-0.002608021212735265,261,96.7
"Fedde, Erick",CWS,SI,-0.009062884288529676,403,84.8
